group,n,n_positives,low_confidence,prevalence,selection_rate,auroc,recall_at_top20,precision_at_top20
Female,10871,1157,False,0.10642995124643546,0.20642075246067518,0.6687690595811158,0.40363007778738114,0.20811051693404634
Male,9280,994,False,0.10711206896551724,0.19234913793103448,0.6775678813406628,0.39436619718309857,0.2196078431372549
